time_sequence,contributor,grant,amount,flag
7422,eb74efe28b,Zero Knowledge Podcast,9.5,0
7423,063ce193b8,"ethers.js - Complete, Simple and Tiny",0.9499999999999998,0
7424,063ce193b8,Lighthouse: Ethereum 2.0 Client,0.9499999999999998,0
7425,063ce193b8,Ethereum Magicians,0.9499999999999998,0
7426,063ce193b8,Vyper Smart Contract Language,4.75,0
7427,063ce193b8,Vyper.fun | CryptoZombies+Ethernaut for Vyper,0.9499999999999998,0
7428,063ce193b8,YFIStats Protocol Dashboard,1.8999999999999997,0
7429,063ce193b8,Gelato - An automation protocol for Ethereum,0.9499999999999998,0
7430,063ce193b8,Prysm by Prysmatic Labs,0.9499999999999998,0
7431,063ce193b8,Turbo-Geth,0.9499999999999998,0
7432,063ce193b8,Brownie,0.9499999999999998,0
7433,063ce193b8,Finematics - DeFi Education ,4.75,0
7434,443c888d8a,Minerva - Digital Wallet,13.583018712489999,0
7435,75834dcc75,Parcel,9.84768856655525,0
7436,91f18c87c8,Parcel,0.9499999999999998,0
7437,91f18c87c8,BlockSig - notarized document signing on Ethereum and IPFS,0.9499999999999998,0
7438,91f18c87c8,SwapMatic,0.9499999999999998,0
7439,91f18c87c8,JellySwap,0.9499999999999998,0
7440,91f18c87c8,Showcase,0.9499999999999998,0
7441,0cb1734ae2,Parcel,9.84768856655525,0
7442,672d9d8749,Giveth 2.0,4.75,0
7443,672d9d8749,"Trickle - Your Hourly Pay, Cryptographically Secured",4.75,0
7444,672d9d8749,Charged Particles - Interest-bearing Non-fungibles (DeFi NFT),4.75,0
7445,672d9d8749,StablePay🙏🙏🏻,1.8999999999999997,0
7446,672d9d8749,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,4.75,0
7447,672d9d8749,thrivelabs,4.75,0
7448,672d9d8749,LUKSO: The Blockchain For New Digital Lifestyle,1.8999999999999997,0
7449,672d9d8749,Create Eth App,1.8999999999999997,0
7450,672d9d8749,Parcel,1.8999999999999997,0
7451,672d9d8749,Liquidity Vision,4.75,0
7452,672d9d8749,White Hat Hacking,4.75,0
7453,672d9d8749,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
7454,672d9d8749,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7455,2ea91d9417,Dappkit: Firebase for Web 3.0,4.75,0
7456,25f2aff7e9,Dutch Swap: Digital Dutch Auctions for Everyone!,67.91509356245,0
7457,cf2dae3a77,Arboreum,15.039618745474124,0
7458,4e79936bb2,White Hat Hacking,38.0,0
7459,4e79936bb2,Parcel,19.0,0
7460,4e79936bb2,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,19.0,0
7461,4e79936bb2,buidler-deploy,3.7999999999999994,0
7462,4e79936bb2,DeFi Safety,3.7999999999999994,0
7463,4e79936bb2,ETH Gas.watch,3.7999999999999994,0
7464,4e79936bb2,Ethereum Push Notification Service (EPNS),3.7999999999999994,0
7465,4e79936bb2,YieldFarming.info,3.7999999999999994,0
7466,4e79936bb2,Week in Ethereum News,19.0,0
7467,4e79936bb2,Finematics - DeFi Education ,3.7999999999999994,0
7468,4e79936bb2,Bankless,3.7999999999999994,0
7469,4e79936bb2,Breadcrumbs,38.0,0
7470,4e79936bb2,ArchiveNode.io - The Public Access Ethereum Archive Node,3.7999999999999994,0
7471,4e79936bb2,WalletConnect,3.7999999999999994,0
7472,4e79936bb2,CryptoScamDB,38.0,0
7473,4e79936bb2,BrightID 🔆 Universal Proof of Uniqueness,3.7999999999999994,0
7474,4e79936bb2,Sourcify - Source Verification Service + Contract Repository,3.7999999999999994,0
7475,4e79936bb2,Gitcoin Grants Round 8 + Dev Fund,19.0,0
7476,4e79936bb2,The Commons Stack: Iteration 0,19.0,0
7477,4e79936bb2,Ethereum Magicians,3.7999999999999994,0
7478,4e79936bb2,Snapshot,3.7999999999999994,0
7479,4e79936bb2,EthHub - Ethereum Information Hub,3.7999999999999994,0
7480,4e79936bb2,Our Network - Community Driven Analytics,3.7999999999999994,0
7481,4e79936bb2,DeFi Dad DeFi Tutorials on YouTube and Twitter,3.7999999999999994,0
7482,0e6831f20a,White Hat Hacking,5.0,0
7483,0e6831f20a,DAppNode - Panvala League,5.0,0
7484,0e6831f20a,Rotki - The portfolio tracker and accounting tool that protects your privacy,10.0,0
7485,0e6831f20a,cadCAD: Computer Aided Design for Complex Systems,5.0,0
7486,016236996e,EIP-1559 Community Fund,3.4117794159675,0
7487,4b4f36272d,BrightID 🔆 Universal Proof of Uniqueness,9.5,0
7488,14bbaa0f25,Arboreum,68.23558831935,0
7489,d4d6429b72,CrypCade Entertainment Systems,17.0588970798375,0
7490,98cb564f12,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,9.5,0
7491,d4d6429b72,CrypCade Entertainment Systems,1.70588970798375,0
7492,be3c12bd8e,CrypCade Entertainment Systems,20.470676495804998,0
7493,1442507213,Turbo-Geth,118.75,0
7494,1442507213,Ethereum Push Notification Service (EPNS),118.75,0
7495,1442507213,Bankless,118.75,0
7496,1442507213,Zero Knowledge Podcast,118.75,0
7497,1442507213,ArchiveNode.io - The Public Access Ethereum Archive Node,118.75,0
7498,1442507213,Fuel Labs,118.75,0
7499,1442507213,yearn.finance,118.75,0
7500,1442507213,Week in Ethereum News,118.75,0
7501,1442507213,DAppNode - Panvala League,118.75,0
7502,1442507213,DeFi Dad DeFi Tutorials on YouTube and Twitter,118.75,0
7503,1442507213,Ethereum on ARM,118.75,0
7504,1442507213,Gitcoin Grants Round 8 + Dev Fund,118.75,0
7505,1442507213,YieldFarming.info,118.75,0
7506,1442507213,Our Network - Community Driven Analytics,118.75,0
7507,1442507213,DeFi Saver,118.75,0
7508,1442507213,Feel the yearn,118.75,0
7509,1442507213,Umbra:  Privacy Preserving Stealth Payments,118.75,0
7510,1442507213,Kickback,118.75,0
7511,1442507213,Zapper.fi,118.75,0
7512,1442507213,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,118.75,0
7513,1442507213,Vyper.fun | CryptoZombies+Ethernaut for Vyper,118.75,0
7514,1442507213,ETH Memes Twitter,118.75,0
7515,1442507213,DeFi Safety,118.75,0
7516,1442507213,Connext Network,118.75,0
7517,1442507213,Frame,118.75,0
7518,1442507213,any.sender - no more stuck transactions!,118.75,0
7519,1442507213,R&D in Rent-Free Public Financial Utilities,118.75,0
7520,1442507213,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7521,1442507213,Ethereum Magicians,118.75,0
7522,1442507213,WalletConnect,118.75,0
7523,1442507213,Rotki - The portfolio tracker and accounting tool that protects your privacy,118.75,0
7524,1442507213,Nethermind,118.75,0
7525,1442507213,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,118.75,0
7526,1442507213,Snapshot,118.75,0
7527,1442507213,Liquidity Vision,118.75,0
7528,1442507213,The Ethereum 2.0 Annotated Specification,118.75,0
7529,1442507213,POAP (Proof of Attendance Protocol),118.75,0
7530,1442507213,The Defiant,118.75,0
7531,1442507213,BrightID 🔆 Universal Proof of Uniqueness,118.75,0
7532,1442507213,Yield Farming Tools,118.75,0
7533,1442507213,Ethereum Swarm,118.75,0
7534,1442507213,@antiprosynth Twitter account activity,116.000500142895,0
7535,fcb67cef37,CrypCade Entertainment Systems,30.023658860514,0
7536,1442507213,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7537,7c120d3153,CrypCade Entertainment Systems,26.611879444546503,0
7538,c7daf3d043,Breadcrumbs,9.5,0
7539,69cb4bdafd,Ethereum Push Notification Service (EPNS),2.8500000000000005,0
7540,69cb4bdafd,Gitcoin Grants Round 8 + Dev Fund,2.8500000000000005,0
7541,69cb4bdafd,KERNEL [Panvala League],2.8500000000000005,0
7542,69cb4bdafd,GoodGhosting - a DeFi savings game,2.8500000000000005,0
7543,69cb4bdafd,Wildcards,2.8500000000000005,0
7544,69cb4bdafd,White Hat Hacking,2.8500000000000005,0
7545,0c9e96b7c9,Web 3.0 Arabic,8.4396648710775,0
7546,69cb4bdafd,Bankless,2.8500000000000005,0
7547,69cb4bdafd,Create Eth App,2.8500000000000005,0
7548,69cb4bdafd,buidler-deploy,2.8500000000000005,0
7549,69cb4bdafd,BlockSig - notarized document signing on Ethereum and IPFS,2.8500000000000005,0
7550,744eafb2e3,R&D in Rent-Free Public Financial Utilities,4.75,0
7551,744eafb2e3,Frame,4.75,0
7552,744eafb2e3,ArchiveNode.io - The Public Access Ethereum Archive Node,4.75,0
7553,744eafb2e3,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,4.75,0
7554,744eafb2e3,Umbra:  Privacy Preserving Stealth Payments,4.75,0
7555,744eafb2e3,Ethereum on ARM,4.75,0
7556,744eafb2e3,Zapper.fi,4.75,0
7557,744eafb2e3,Ethereum Magicians,4.75,0
7558,744eafb2e3,any.sender - no more stuck transactions!,4.75,0
7559,744eafb2e3,Nethermind,4.75,0
7560,744eafb2e3,Connext Network,4.75,0
7561,744eafb2e3,Liquidity Vision,9.5,0
7562,744eafb2e3,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,4.75,0
7563,744eafb2e3,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
7564,744eafb2e3,Snapshot,4.75,0
7565,744eafb2e3,Ethereum Push Notification Service (EPNS),4.75,0
7566,744eafb2e3,The Ethereum 2.0 Annotated Specification,4.75,0
7567,744eafb2e3,WalletConnect,4.75,0
7568,744eafb2e3,Turbo-Geth,4.75,0
7569,744eafb2e3,Fuel Labs,4.75,0
7570,744eafb2e3,DAppNode - Panvala League,4.75,0
7571,f0de7c5d38,DeFi Saver,0.9500000000000001,0
7572,f0de7c5d38,any.sender - no more stuck transactions!,0.9500000000000001,0
7573,f0de7c5d38,yearn.finance,0.9500000000000001,0
7574,f0de7c5d38,Zapper.fi,0.9500000000000001,0
7575,a34b5fe2b9,White Hat Hacking,34.117794159675,0
7576,9e37eb0f93,POAP (Proof of Attendance Protocol),4.75,0
7577,9e37eb0f93,Proof of Humanity,9.5,0
7578,9e37eb0f93,WhalerDAO,1.9000000000000001,0
7579,9e37eb0f93,BrightID 🔆 Universal Proof of Uniqueness,2.8500000000000005,0
7580,9e37eb0f93,BanklessFR,0.0,0
7581,9e37eb0f93,The Defiant,4.75,0
7582,9e37eb0f93,Zero Knowledge Podcast,2.8500000000000005,0
7583,9e37eb0f93,Bankless,0.0,0
7584,9e37eb0f93,@antiprosynth Twitter account activity,14.250000000000002,0
7585,9e37eb0f93,One Minute Block Time Newsletter,0.0,0
7586,9e37eb0f93,"Trickle - Your Hourly Pay, Cryptographically Secured",14.250000000000002,0
7587,9e37eb0f93,Snapshot,9.5,0
7588,9e37eb0f93,Ethereum on ARM,2.8500000000000005,0
7589,9e37eb0f93,Gelato - An automation protocol for Ethereum,3.4117794159675,0
7590,9e37eb0f93,Ethereum Swarm,4.75,0
7591,9e37eb0f93,Ethereum Push Notification Service (EPNS),4.75,0
7592,9e37eb0f93,Create Eth App,4.75,0
7593,9e37eb0f93,Umbra:  Privacy Preserving Stealth Payments,4.75,0
7594,9e37eb0f93,Meta Gamma Delta - Panvala League,4.75,0
7595,9e37eb0f93,White Hat Hacking,4.75,0
7596,9e37eb0f93,TokenizedTweets,4.75,0
7597,9e37eb0f93,Crypto to Everyone in the World (UBI),19.0,0
7598,9e37eb0f93,Democracy Earth Foundation,9.5,0
7599,9e37eb0f93,Upala 🤖 Price-of-forgery digital identity,0.0,0
7600,9e37eb0f93,The Commons Stack: Iteration 0,1.9000000000000001,0
7601,9e37eb0f93,clr.fund,1.9000000000000001,0
7602,9e37eb0f93,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.0,0
7603,9e37eb0f93,ETH Memes Twitter,9.5,0
7604,9e37eb0f93,Week in Ethereum News,0.0,0
7605,9e37eb0f93,Gitcoin Grants Round 8 + Dev Fund,23.75,0
7606,9e37eb0f93,EthHub - Ethereum Information Hub,14.250000000000002,0
7607,9e37eb0f93,DAppNode - Panvala League,9.5,0
7608,9e37eb0f93,Turbo-Geth,4.75,0
7609,9e37eb0f93,YieldFarming.info,4.75,0
7610,9e37eb0f93,defiprime.com,2.8500000000000005,0
7611,9e37eb0f93,The Ethereum 2.0 Annotated Specification,4.75,0
7612,9e37eb0f93,WalletConnect,3.4117794159675,0
7613,9e37eb0f93,Black Boys Code,14.250000000000002,0
7614,9e37eb0f93,Giveth 2.0,9.5,0
7615,9e37eb0f93,Vocdoni - Decentralized anonymous voting,4.75,0
7616,9e37eb0f93,Web 3.0 Arabic,4.75,0
7617,9e37eb0f93,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7618,c1d55c3bc1,"ethers.js - Complete, Simple and Tiny",2375.0,0
7619,9b962075d3,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.852944853991875,0
7620,9b962075d3,Bankless,0.852944853991875,0
7621,9b962075d3,yearn.finance,0.852944853991875,0
7622,9b962075d3,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.852944853991875,0
7623,9b962075d3,Gelato - An automation protocol for Ethereum,0.852944853991875,0
7624,9b962075d3,Yield Farming Tools,0.852944853991875,0
7625,9b962075d3,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,0.852944853991875,0
7626,9b962075d3,ArchiveNode.io - The Public Access Ethereum Archive Node,0.852944853991875,0
7627,9b962075d3,Snapshot,0.852944853991875,0
7628,9b962075d3,DeFi Safety,0.852944853991875,0
7629,9b962075d3,Kickback,0.852944853991875,0
7630,9b962075d3,YieldFarming.info,0.852944853991875,0
7631,9b962075d3,The Defiant,0.852944853991875,0
7632,9b962075d3,The Ethereum 2.0 Annotated Specification,0.852944853991875,0
7633,9b962075d3,Ethereum Swarm,0.852944853991875,0
7634,9b962075d3,Ethereum on ARM,0.852944853991875,0
7635,9b962075d3,WalletConnect,0.852944853991875,0
7636,9b962075d3,Zero Knowledge Podcast,0.852944853991875,0
7637,9b962075d3,Zapper.fi,0.852944853991875,0
7638,9b962075d3,Fuel Labs,0.852944853991875,0
7639,9b962075d3,Turbo-Geth,0.852944853991875,0
7640,9b962075d3,BrightID 🔆 Universal Proof of Uniqueness,0.852944853991875,0
7641,9b962075d3,DAppNode - Panvala League,0.852944853991875,0
7642,9b962075d3,Gitcoin Grants Round 8 + Dev Fund,0.852944853991875,0
7643,9b962075d3,Ethereum Push Notification Service (EPNS),0.852944853991875,0
7644,9b962075d3,DeFi Saver,0.852944853991875,0
7645,9b962075d3,EthHub - Ethereum Information Hub,0.852944853991875,0
7646,9b962075d3,Liquidity Vision,0.852944853991875,0
7647,9b962075d3,R&D in Rent-Free Public Financial Utilities,0.852944853991875,0
7648,9b962075d3,Frame,0.852944853991875,0
7649,9b962075d3,Vyper.fun | CryptoZombies+Ethernaut for Vyper,0.852944853991875,0
7650,9b962075d3,Feel the yearn,0.852944853991875,0
7651,9b962075d3,Umbra:  Privacy Preserving Stealth Payments,0.852944853991875,0
7652,9b962075d3,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,0.852944853991875,0
7653,9b962075d3,Our Network - Community Driven Analytics,0.852944853991875,0
7654,9b962075d3,POAP (Proof of Attendance Protocol),0.852944853991875,0
7655,9b962075d3,ETH Memes Twitter,0.852944853991875,0
7656,9b962075d3,any.sender - no more stuck transactions!,0.852944853991875,0
7657,9b962075d3,Week in Ethereum News,0.852944853991875,0
7658,9b962075d3,Nethermind,0.852944853991875,0
7659,9b962075d3,Ethereum Magicians,0.852944853991875,0
7660,9b962075d3,Connext Network,0.852944853991875,0
7661,0918e84c53,Liquidity Vision,5.1176691239512495,0
7662,0c7c3a2f94,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,28.500000000000004,0
7663,5c8fd6d6a2,Commons Simulator: Reverse the Apocalypse with Economies that Fund Public Goods ,0.7937609253475417,0
7664,5c8fd6d6a2,The Commons Stack: Iteration 0,0.7937609253475417,0
7665,5c8fd6d6a2,Conviction Voting cadCAD Model Feature Improvements,0.7937609253475417,0
7666,5c8fd6d6a2,A Hitchhiker's Guide to Token Engineering,0.7937609253475417,0
7667,5c8fd6d6a2,Grassroots Economics CIC Technology,0.7937609253475417,0
7668,5c8fd6d6a2,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,0.7937609253475417,0
7669,5c8fd6d6a2,WhalerDAO,0.7937609253475417,0
7670,5c8fd6d6a2,BrightID 🔆 Universal Proof of Uniqueness,0.7937609253475417,0
7671,5c8fd6d6a2,TrueBlocks,0.7937609253475417,0
7672,5c8fd6d6a2,CryptoScamDB,0.9500000000000001,0
7673,5c8fd6d6a2,DXdao's Panvala League DeFi Community Awards Grant,0.7937609253475417,0
7674,5c8fd6d6a2,White Hat Hacking,0.7937609253475417,0
7675,5c8fd6d6a2,Democracy Earth Foundation,0.7937609253475417,0
7676,5c8fd6d6a2,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7677,863f23720a,White Hat Hacking,0.9500000000000001,0
7678,863f23720a,WhalerDAO,0.9500000000000001,0
7679,863f23720a,The Commons Stack: Iteration 0,0.9500000000000001,0
7680,863f23720a,ArchiveNode.io - The Public Access Ethereum Archive Node,0.9500000000000001,0
7681,863f23720a,The Ethereum 2.0 Annotated Specification,0.9500000000000001,0
7682,863f23720a,Gelato - An automation protocol for Ethereum,0.9500000000000001,0
7683,863f23720a,WalletConnect,0.9500000000000001,0
7684,863f23720a,Meta Gamma Delta - Panvala League,0.9500000000000001,0
7685,863f23720a,The MoonMath Manual to zk-SNARKs,0.9500000000000001,0
7686,863f23720a,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,0.9500000000000001,0
7687,863f23720a,Tasit - native mobile Ethereum dapps,0.9500000000000001,0
7688,5c8fd6d6a2,Commons Stack Community Fund - Panvala League,0.7937609253475417,0
7689,5c8fd6d6a2,1Hive Gardens ,0.7937609253475417,0
7690,5c8fd6d6a2,Token Engineering Commons,0.7937609253475417,0
7691,5c8fd6d6a2,cadCAD: Computer Aided Design for Complex Systems,0.7937609253475417,0
7692,5c8fd6d6a2,Giveth 2.0,0.7937609253475417,0
7693,5c8fd6d6a2,Gaia Giveth Funding Portal,0.7937609253475417,0
7694,5c8fd6d6a2,clr.fund,0.7937609253475417,0
7695,5c8fd6d6a2,RadicalxChange Foundation is a 501(c)(3) nonprofit organization for next-generation political economies.,0.7937609253475417,0
7696,5c8fd6d6a2,Independent Ethvestigator Program,0.7937609253475417,0
7697,5c8fd6d6a2,Gitcoin Grants Round 8 + Dev Fund,0.7937609253475417,0
7698,5c8fd6d6a2,Vocdoni - Decentralized anonymous voting,0.7937609253475417,0
7699,5c8fd6d6a2,DAppNode - Panvala League,0.7937609253475417,0
7700,5c8fd6d6a2,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7701,863f23720a,DeFi LATAM,0.9500000000000001,0
7702,863f23720a,Shenanigan,0.9500000000000001,0
7703,863f23720a,Ethereum Magicians,0.9500000000000001,0
7704,863f23720a,Snapshot,9.5,0
7705,863f23720a,Turbo-Geth,0.9500000000000001,0
7706,863f23720a,Decentralized Science,4.75,0
7707,863f23720a,RadicalxChange Foundation is a 501(c)(3) nonprofit organization for next-generation political economies.,0.9500000000000001,0
7708,863f23720a,Ethereum Swarm,0.9500000000000001,0
7709,863f23720a,DXdao's Panvala League DeFi Community Awards Grant,0.9500000000000001,0
7710,863f23720a,Conviction Voting cadCAD Model Feature Improvements,0.9500000000000001,0
7711,572d10d9b5,DeFi Dad DeFi Tutorials on YouTube and Twitter,68.23558831935,0
7712,572d10d9b5,POAP (Proof of Attendance Protocol),341.17794159675003,0
7713,185955235a,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.9500000000000001,0
7714,185955235a,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7715,572d10d9b5,White Hat Hacking,341.17794159675003,0
7716,572d10d9b5,R&D in Rent-Free Public Financial Utilities,34.117794159675,0
7717,572d10d9b5,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7718,81f498bd0b,WhalerDAO,10.235338247902499,0
7719,81f498bd0b,The Commons Stack: Iteration 0,10.235338247902499,0
7720,185955235a,DAppNode - Panvala League,3.8000000000000003,0
7721,185955235a,WalletConnect,0.9500000000000001,0
7722,81f498bd0b,clr.fund,10.235338247902499,0
7723,81f498bd0b,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7724,b53d2d8d75,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,0.23750000000000002,0
7725,b53d2d8d75,Yield Farming Tools,0.23750000000000002,0
7726,b53d2d8d75,Snapshot,0.23750000000000002,0
7727,b53d2d8d75,ArchiveNode.io - The Public Access Ethereum Archive Node,0.23750000000000002,0
7728,b53d2d8d75,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,0.23750000000000002,0
7729,b53d2d8d75,YieldFarming.info,0.23750000000000002,0
7730,b53d2d8d75,Kickback,0.23750000000000002,0
7731,b53d2d8d75,The Defiant,0.23750000000000002,0
7732,b53d2d8d75,Ethereum Swarm,0.23750000000000002,0
7733,b53d2d8d75,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.23750000000000002,0
7734,b53d2d8d75,Ethereum on ARM,0.23750000000000002,0
7735,b53d2d8d75,WalletConnect,0.23750000000000002,0
7736,b53d2d8d75,Turbo-Geth,0.23750000000000002,0
7737,b53d2d8d75,any.sender - no more stuck transactions!,0.23750000000000002,0
7738,b53d2d8d75,ETH Memes Twitter,0.23750000000000002,0
7739,b53d2d8d75,Bankless,0.23750000000000002,0
7740,b53d2d8d75,Ethereum Magicians,0.23750000000000002,0
7741,b53d2d8d75,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.23750000000000002,0
7742,b53d2d8d75,Connext Network,0.23750000000000002,0
7743,b53d2d8d75,Liquidity Vision,0.23750000000000002,0
7744,b53d2d8d75,R&D in Rent-Free Public Financial Utilities,0.23750000000000002,0
7745,b53d2d8d75,Frame,0.23750000000000002,0
7746,b53d2d8d75,Vyper.fun | CryptoZombies+Ethernaut for Vyper,0.23750000000000002,0
7747,b53d2d8d75,Feel the yearn,0.23750000000000002,0
7748,b53d2d8d75,DeFi Safety,0.23750000000000002,0
7749,b53d2d8d75,Ethereum Push Notification Service (EPNS),0.23750000000000002,0
7750,b53d2d8d75,Umbra:  Privacy Preserving Stealth Payments,0.23750000000000002,0
7751,b53d2d8d75,Our Network - Community Driven Analytics,0.23750000000000002,0
7752,b53d2d8d75,The Ethereum 2.0 Annotated Specification,0.23750000000000002,0
7753,b53d2d8d75,yearn.finance,0.23750000000000002,0
7754,b53d2d8d75,POAP (Proof of Attendance Protocol),0.23750000000000002,0
7755,b53d2d8d75,Zero Knowledge Podcast,0.23750000000000002,0
7756,b53d2d8d75,Week in Ethereum News,0.23750000000000002,0
7757,b53d2d8d75,DeFi Saver,0.23750000000000002,0
7758,b53d2d8d75,Zapper.fi,0.23750000000000002,0
7759,b53d2d8d75,Fuel Labs,0.23750000000000002,0
7760,b53d2d8d75,DAppNode - Panvala League,0.23750000000000002,0
7761,b53d2d8d75,BrightID 🔆 Universal Proof of Uniqueness,0.23750000000000002,0
7762,b53d2d8d75,Nethermind,0.23750000000000002,0
7763,06741f028d,Ethereum Swarm,0.9500000000000001,0
7764,06741f028d,Week in Ethereum News,0.9500000000000001,0
7765,c1d55c3bc1,"USM, a minimalist stablecoin",950.0,0
7766,06741f028d,yearn.finance,0.9500000000000001,0
7767,a643e742ce,Liquidity Vision,0.9500000000000001,0
7768,a643e742ce,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,0.9500000000000001,0
7769,a643e742ce,Frame,0.9500000000000001,0
7770,a643e742ce,Feel the yearn,0.9500000000000001,0
7771,a643e742ce,YieldFarming.info,0.9500000000000001,0
7772,a643e742ce,Ethereum Push Notification Service (EPNS),0.9500000000000001,0
7773,a643e742ce,Snapshot,0.9500000000000001,0
7774,a643e742ce,Kickback,0.9500000000000001,0
7775,a643e742ce,Our Network - Community Driven Analytics,0.9500000000000001,0
7776,a643e742ce,Ethereum Swarm,0.9500000000000001,0
7777,a643e742ce,POAP (Proof of Attendance Protocol),0.9500000000000001,0
7778,a643e742ce,Ethereum on ARM,0.9500000000000001,0
7779,a643e742ce,Zero Knowledge Podcast,0.9500000000000001,0
7780,a643e742ce,Week in Ethereum News,0.9500000000000001,0
7781,a643e742ce,Fuel Labs,0.9500000000000001,0
7782,a643e742ce,DAppNode - Panvala League,0.9500000000000001,0
7783,a643e742ce,WalletConnect,0.9500000000000001,0
7784,a643e742ce,Turbo-Geth,0.9500000000000001,0
7785,a643e742ce,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7786,a643e742ce,any.sender - no more stuck transactions!,0.9500000000000001,0
7787,a643e742ce,Gitcoin Grants Round 8 + Dev Fund,0.9500000000000001,0
7788,a23fb91df0,Arboreum,17.0588970798375,0
7789,a643e742ce,R&D in Rent-Free Public Financial Utilities,0.9500000000000001,0
7790,a643e742ce,Yield Farming Tools,0.9500000000000001,0
7791,a643e742ce,Vyper.fun | CryptoZombies+Ethernaut for Vyper,0.9500000000000001,0
7792,a643e742ce,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,0.9500000000000001,0
7793,a643e742ce,The Defiant,0.9500000000000001,0
7794,a643e742ce,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.9500000000000001,0
7795,a643e742ce,ETH Memes Twitter,0.9500000000000001,0
7796,a643e742ce,Bankless,0.9500000000000001,0
7797,a643e742ce,ArchiveNode.io - The Public Access Ethereum Archive Node,0.9500000000000001,0
7798,a643e742ce,Ethereum Magicians,0.9500000000000001,0
7799,a643e742ce,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.9500000000000001,0
7800,a643e742ce,Connext Network,0.9500000000000001,0
7801,a643e742ce,DeFi Safety,0.9500000000000001,0
7802,a643e742ce,Umbra:  Privacy Preserving Stealth Payments,0.9500000000000001,0
7803,a643e742ce,The Ethereum 2.0 Annotated Specification,0.9500000000000001,0
7804,a643e742ce,yearn.finance,0.9500000000000001,0
7805,a643e742ce,DeFi Saver,0.9500000000000001,0
7806,a643e742ce,Zapper.fi,0.9500000000000001,0
7807,a643e742ce,BrightID 🔆 Universal Proof of Uniqueness,0.9500000000000001,0
7808,a643e742ce,Nethermind,0.9500000000000001,0
7809,ea1e271dc2,The Daily Gwei by Anthony Sassano (sassal0x),0.9500000000000001,0
7810,ea1e271dc2,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,0.9500000000000001,0
7811,ea1e271dc2,Our Network - Community Driven Analytics,0.9500000000000001,0
7812,ea1e271dc2,Liquidity Vision,0.9500000000000001,0
7813,ea1e271dc2,@antiprosynth Twitter account activity,0.9500000000000001,0
7814,ea1e271dc2,Gitcoin Grants Round 8 + Dev Fund,0.9500000000000001,0
7815,ea1e271dc2,ArchiveNode.io - The Public Access Ethereum Archive Node,0.9500000000000001,0
7816,ea1e271dc2,Gitcoin Grants Round 8 + Dev Fund,0.0,0
7817,ea1e271dc2,The Ethereum 2.0 Annotated Specification,0.9500000000000001,0
7818,ea1e271dc2,WalletConnect,0.9500000000000001,0
7819,ea1e271dc2,Nethermind,0.9500000000000001,0
7820,ea1e271dc2,White Hat Hacking,0.9500000000000001,0
7821,ea1e271dc2,Week in Ethereum News,0.9500000000000001,0
7822,ea1e271dc2,Bankless,0.9500000000000001,0
7823,ea1e271dc2,"Maskbook - The Portal to the New, Open Internet.",0.9500000000000001,0
7824,ea1e271dc2,Ethereum Magicians,0.9500000000000001,0
7825,4a36dc5e23,Liquidity Vision,4.75,0
7826,d6b4a2066d,Turbo-Geth,3.3295728629525,0
7827,d6b4a2066d,Gitcoin Grants Round 8 + Dev Fund,0.1752406769975,0
7828,d6b4a2066d,yearn.finance,3.3295728629525,0
7829,d6b4a2066d,WalletConnect,3.3295728629525,0
